StateName,StateAbbrev,DataLevel,Charter,SchoolName,SchoolType,NCESSchoolID,StateAssignedSchoolID,DistrictName,DistrictType,NCESDistrictID,StateAssignedDistrictID,EnrollmentTotal,TimePeriodInterval,TimePeriodStart,TimePeriodEnd,LearningModel,LearningModelGrK5,LearningModelGr68,LearningModelGr912,LearningModelStateCat,LearningModelStateCatGrK5,LearningModelStateCatGr68,LearningModelStateCatGr912,EnrollmentInPerson,EnrollmentHybrid,EnrollmentVirtual,StaffCount,StaffCountInPerson
Colorado,CO,District,No,,,,,Adams County 14,Regular local school district,0801950,30,5725,Monthly,10/1/20,10/31/20,Virtual,Virtual,Virtual,Virtual,,Remote,Remote,Remote,,,,830,
Colorado,CO,District,No,,,,,Adams County 14,Regular local school district,0801950,30,5725,Monthly,11/1/20,11/30/20,Virtual,Virtual,Virtual,Virtual,,Remote,Remote,Remote,,,,830,
Colorado,CO,District,No,,,,,Adams County 14,Regular local school district,0801950,30,5725,Monthly,12/1/20,12/31/20,Virtual,Virtual,Virtual,Virtual,,Remote,Remote,Remote,,,,830,
Colorado,CO,District,No,,,,,Adams County 14,Regular local school district,0801950,30,5725,Monthly,1/1/21,1/31/21,Virtual,Virtual,Virtual,Virtual,,Remote,Remote,Remote,,,,830,
Colorado,CO,District,No,,,,,Adams County 14,Regular local school district,0801950,30,5725,Monthly,2/1/21,2/28/21,Hybrid,Hybrid,Hybrid,Hybrid,,Hybrid,Hybrid,Hybrid,,,,830,
Colorado,CO,District,No,,,,,Adams County 14,Regular local school district,0801950,30,5725,Monthly,3/1/21,3/31/21,Hybrid,Hybrid,Hybrid,Hybrid,,Hybrid,Hybrid,Hybrid,,,,830,
Colorado,CO,District,No,,,,,Adams County 14,Regular local school district,0801950,30,5725,Monthly,4/1/21,4/30/21,Hybrid,Hybrid,Hybrid,Hybrid,,Hybrid,Hybrid,Hybrid,,,,830,
Colorado,CO,District,No,,,,,Adams County 14,Regular local school district,0801950,30,5725,Monthly,5/1/21,5/31/21,Hybrid,Hybrid,Hybrid,Hybrid,,Hybrid,Hybrid,Hybrid,,,,830,
Colorado,CO,District,No,,,,,Adams-Arapahoe 28J,Regular local school district,0802340,180,36396,Monthly,8/1/20,8/31/20,Virtual,Virtual,Virtual,Virtual,,Remote,Remote,Remote,,,,5671,
Colorado,CO,District,No,,,,,Adams-Arapahoe 28J,Regular local school district,0802340,180,36396,Monthly,9/1/20,9/30/20,Virtual,Virtual,Virtual,Virtual,,Remote,Remote,Remote,,,,5671,
Colorado,CO,District,No,,,,,Adams-Arapahoe 28J,Regular local school district,0802340,180,36396,Monthly,10/1/20,10/31/20,Virtual,Virtual,Virtual,Virtual,,Remote,Remote,Remote,,,,5671,
Colorado,CO,District,No,,,,,Adams-Arapahoe 28J,Regular local school district,0802340,180,36396,Monthly,11/1/20,11/30/20,Virtual,Virtual,Virtual,Virtual,,Remote,Remote,Remote,,,,5671,
Colorado,CO,District,No,,,,,Adams-Arapahoe 28J,Regular local school district,0802340,180,36396,Monthly,12/1/20,12/31/20,Virtual,Virtual,Virtual,Virtual,,Remote,Remote,Remote,,,,5671,
Colorado,CO,District,No,,,,,Adams-Arapahoe 28J,Regular local school district,0802340,180,36396,Monthly,1/1/21,1/31/21,Virtual,Virtual,Virtual,Virtual,,Remote,Remote,Remote,,,,5671,
Colorado,CO,District,No,,,,,Adams-Arapahoe 28J,Regular local school district,0802340,180,36396,Monthly,2/1/21,2/28/21,Hybrid,Hybrid,Hybrid,Hybrid,,Hybrid,Hybrid,Hybrid,,,,5671,
Colorado,CO,District,No,,,,,Adams-Arapahoe 28J,Regular local school district,0802340,180,36396,Monthly,3/1/21,3/31/21,Hybrid,Hybrid,Hybrid,Hybrid,,Hybrid,Hybrid,Hybrid,,,,5671,
Colorado,CO,District,No,,,,,Adams-Arapahoe 28J,Regular local school district,0802340,180,36396,Monthly,4/1/21,4/30/21,Hybrid,Hybrid,Hybrid,Hybrid,,Hybrid,Hybrid,Hybrid,,,,5671,
Colorado,CO,District,No,,,,,Adams-Arapahoe 28J,Regular local school district,0802340,180,36396,Monthly,5/1/21,5/31/21,Hybrid,Hybrid,Hybrid,Hybrid,,Hybrid,Hybrid,Hybrid,,,,5671,
Colorado,CO,District,No,,,,,Agate 300,Regular local school district,0801980,960,64,Monthly,8/1/20,8/31/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,20,
Colorado,CO,District,No,,,,,Agate 300,Regular local school district,0801980,960,64,Monthly,9/1/20,9/30/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,20,
Colorado,CO,District,No,,,,,Agate 300,Regular local school district,0801980,960,64,Monthly,10/1/20,10/31/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,20,
Colorado,CO,District,No,,,,,Agate 300,Regular local school district,0801980,960,64,Monthly,11/1/20,11/30/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,20,
Colorado,CO,District,No,,,,,Agate 300,Regular local school district,0801980,960,64,Monthly,12/1/20,12/31/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,20,
Colorado,CO,District,No,,,,,Agate 300,Regular local school district,0801980,960,64,Monthly,1/1/21,1/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,20,
Colorado,CO,District,No,,,,,Agate 300,Regular local school district,0801980,960,64,Monthly,2/1/21,2/28/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,20,
Colorado,CO,District,No,,,,,Agate 300,Regular local school district,0801980,960,64,Monthly,3/1/21,3/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,20,
Colorado,CO,District,No,,,,,Agate 300,Regular local school district,0801980,960,64,Monthly,4/1/21,4/30/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,20,
Colorado,CO,District,No,,,,,Agate 300,Regular local school district,0801980,960,64,Monthly,5/1/21,5/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,20,
Colorado,CO,District,No,,,,,Akron R-1,Regular local school district,0802040,3030,376,Monthly,8/1/20,8/31/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,96,
Colorado,CO,District,No,,,,,Akron R-1,Regular local school district,0802040,3030,376,Monthly,9/1/20,9/30/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,96,
Colorado,CO,District,No,,,,,Akron R-1,Regular local school district,0802040,3030,376,Monthly,10/1/20,10/31/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,96,
Colorado,CO,District,No,,,,,Akron R-1,Regular local school district,0802040,3030,376,Monthly,11/1/20,11/30/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,96,
Colorado,CO,District,No,,,,,Akron R-1,Regular local school district,0802040,3030,376,Monthly,12/1/20,12/31/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,96,
Colorado,CO,District,No,,,,,Akron R-1,Regular local school district,0802040,3030,376,Monthly,1/1/21,1/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,96,
Colorado,CO,District,No,,,,,Akron R-1,Regular local school district,0802040,3030,376,Monthly,2/1/21,2/28/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,96,
Colorado,CO,District,No,,,,,Akron R-1,Regular local school district,0802040,3030,376,Monthly,3/1/21,3/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,96,
Colorado,CO,District,No,,,,,Akron R-1,Regular local school district,0802040,3030,376,Monthly,4/1/21,4/30/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,96,
Colorado,CO,District,No,,,,,Akron R-1,Regular local school district,0802040,3030,376,Monthly,5/1/21,5/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,96,
Colorado,CO,District,No,,,,,Alamosa RE-11J,Regular local school district,0802070,100,2176,Monthly,8/1/20,8/31/20,Hybrid,Hybrid,Hybrid,Hybrid,,Hybrid,Hybrid,Hybrid,,,,286,
Colorado,CO,District,No,,,,,Alamosa RE-11J,Regular local school district,0802070,100,2176,Monthly,9/1/20,9/30/20,Hybrid,Hybrid,Hybrid,Hybrid,,Hybrid,Hybrid,Hybrid,,,,286,
Colorado,CO,District,No,,,,,Alamosa RE-11J,Regular local school district,0802070,100,2176,Monthly,10/1/20,10/31/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,286,
Colorado,CO,District,No,,,,,Alamosa RE-11J,Regular local school district,0802070,100,2176,Monthly,11/1/20,11/30/20,Virtual,In-person,Virtual,Virtual,,In-Person,Remote,Remote,,,,286,
Colorado,CO,District,No,,,,,Alamosa RE-11J,Regular local school district,0802070,100,2176,Monthly,12/1/20,12/31/20,Hybrid,In-person,Hybrid,Hybrid,,In-Person,Hybrid,Hybrid,,,,286,
Colorado,CO,District,No,,,,,Alamosa RE-11J,Regular local school district,0802070,100,2176,Monthly,1/1/21,1/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,286,
Colorado,CO,District,No,,,,,Alamosa RE-11J,Regular local school district,0802070,100,2176,Monthly,2/1/21,2/28/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,286,
Colorado,CO,District,No,,,,,Alamosa RE-11J,Regular local school district,0802070,100,2176,Monthly,3/1/21,3/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,286,
Colorado,CO,District,No,,,,,Alamosa RE-11J,Regular local school district,0802070,100,2176,Monthly,4/1/21,4/30/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,286,
Colorado,CO,District,No,,,,,Alamosa RE-11J,Regular local school district,0802070,100,2176,Monthly,5/1/21,5/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,286,
Colorado,CO,District,No,,,,,Archuleta County 50 Jt,Regular local school district,0802190,220,1599,Monthly,8/1/20,8/31/20,Hybrid,Hybrid,Hybrid,Hybrid,,Hybrid,Hybrid,Hybrid,,,,251,
Colorado,CO,District,No,,,,,Archuleta County 50 Jt,Regular local school district,0802190,220,1599,Monthly,9/1/20,9/30/20,Hybrid,Hybrid,Hybrid,Hybrid,,Hybrid,Hybrid,Hybrid,,,,251,
Colorado,CO,District,No,,,,,Archuleta County 50 Jt,Regular local school district,0802190,220,1599,Monthly,10/1/20,10/31/20,Hybrid,Hybrid,Hybrid,Hybrid,,Hybrid,Hybrid,Hybrid,,,,251,
Colorado,CO,District,No,,,,,Archuleta County 50 Jt,Regular local school district,0802190,220,1599,Monthly,11/1/20,11/30/20,Hybrid,Hybrid,Hybrid,Hybrid,,Hybrid,Hybrid,Hybrid,,,,251,
Colorado,CO,District,No,,,,,Archuleta County 50 Jt,Regular local school district,0802190,220,1599,Monthly,12/1/20,12/31/20,Virtual,Virtual,Virtual,Virtual,,Remote,Remote,Remote,,,,251,
Colorado,CO,District,No,,,,,Archuleta County 50 Jt,Regular local school district,0802190,220,1599,Monthly,1/1/21,1/31/21,Hybrid,Hybrid,Hybrid,Hybrid,,Hybrid,Hybrid,Hybrid,,,,251,
Colorado,CO,District,No,,,,,Archuleta County 50 Jt,Regular local school district,0802190,220,1599,Monthly,2/1/21,2/28/21,Hybrid,Hybrid,Hybrid,Hybrid,,Hybrid,Hybrid,Hybrid,,,,251,
Colorado,CO,District,No,,,,,Archuleta County 50 Jt,Regular local school district,0802190,220,1599,Monthly,3/1/21,3/31/21,Hybrid,Hybrid,Hybrid,Hybrid,,Hybrid,Hybrid,Hybrid,,,,251,
Colorado,CO,District,No,,,,,Archuleta County 50 Jt,Regular local school district,0802190,220,1599,Monthly,4/1/21,4/30/21,Hybrid,Hybrid,Hybrid,Hybrid,,Hybrid,Hybrid,Hybrid,,,,251,
Colorado,CO,District,No,,,,,Archuleta County 50 Jt,Regular local school district,0802190,220,1599,Monthly,5/1/21,5/31/21,Hybrid,Hybrid,Hybrid,Hybrid,,Hybrid,Hybrid,Hybrid,,,,251,
Colorado,CO,District,No,,,,,Arickaree R-2,Regular local school district,0802220,3040,87,Monthly,8/1/20,8/31/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,28,
Colorado,CO,District,No,,,,,Arickaree R-2,Regular local school district,0802220,3040,87,Monthly,9/1/20,9/30/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,28,
Colorado,CO,District,No,,,,,Arickaree R-2,Regular local school district,0802220,3040,87,Monthly,10/1/20,10/31/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,28,
Colorado,CO,District,No,,,,,Arickaree R-2,Regular local school district,0802220,3040,87,Monthly,11/1/20,11/30/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,28,
Colorado,CO,District,No,,,,,Arickaree R-2,Regular local school district,0802220,3040,87,Monthly,12/1/20,12/31/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,28,
Colorado,CO,District,No,,,,,Arickaree R-2,Regular local school district,0802220,3040,87,Monthly,1/1/21,1/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,28,
Colorado,CO,District,No,,,,,Arickaree R-2,Regular local school district,0802220,3040,87,Monthly,2/1/21,2/28/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,28,
Colorado,CO,District,No,,,,,Arickaree R-2,Regular local school district,0802220,3040,87,Monthly,3/1/21,3/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,28,
Colorado,CO,District,No,,,,,Arickaree R-2,Regular local school district,0802220,3040,87,Monthly,4/1/21,4/30/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,28,
Colorado,CO,District,No,,,,,Arickaree R-2,Regular local school district,0802220,3040,87,Monthly,5/1/21,5/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,28,
Colorado,CO,District,No,,,,,Arriba-Flagler C-20,Regular local school district,0802260,1450,140,Monthly,8/1/20,8/31/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,41,
Colorado,CO,District,No,,,,,Arriba-Flagler C-20,Regular local school district,0802260,1450,140,Monthly,9/1/20,9/30/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,41,
Colorado,CO,District,No,,,,,Arriba-Flagler C-20,Regular local school district,0802260,1450,140,Monthly,10/1/20,10/31/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,41,
Colorado,CO,District,No,,,,,Arriba-Flagler C-20,Regular local school district,0802260,1450,140,Monthly,11/1/20,11/30/20,Virtual,Virtual,Virtual,Virtual,,Remote,Remote,Remote,,,,41,
Colorado,CO,District,No,,,,,Arriba-Flagler C-20,Regular local school district,0802260,1450,140,Monthly,12/1/20,12/31/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,41,
Colorado,CO,District,No,,,,,Arriba-Flagler C-20,Regular local school district,0802260,1450,140,Monthly,1/1/21,1/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,41,
Colorado,CO,District,No,,,,,Arriba-Flagler C-20,Regular local school district,0802260,1450,140,Monthly,2/1/21,2/28/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,41,
Colorado,CO,District,No,,,,,Arriba-Flagler C-20,Regular local school district,0802260,1450,140,Monthly,3/1/21,3/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,41,
Colorado,CO,District,No,,,,,Arriba-Flagler C-20,Regular local school district,0802260,1450,140,Monthly,4/1/21,4/30/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,41,
Colorado,CO,District,No,,,,,Arriba-Flagler C-20,Regular local school district,0802260,1450,140,Monthly,5/1/21,5/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,41,
Colorado,CO,District,No,,,,,Aspen 1,Regular local school district,0802280,2640,1576,Monthly,8/1/20,8/31/20,Virtual,Hybrid,Virtual,Virtual,,Hybrid,Remote,Remote,,,,291,
Colorado,CO,District,No,,,,,Aspen 1,Regular local school district,0802280,2640,1576,Monthly,9/1/20,9/30/20,Virtual,Hybrid,Virtual,Virtual,,Hybrid,Remote,Remote,,,,291,
Colorado,CO,District,No,,,,,Aspen 1,Regular local school district,0802280,2640,1576,Monthly,10/1/20,10/31/20,Virtual,In-person,Virtual,Virtual,,In-Person,Remote,Remote,,,,291,
Colorado,CO,District,No,,,,,Aspen 1,Regular local school district,0802280,2640,1576,Monthly,11/1/20,11/30/20,Hybrid,In-person,Hybrid,Hybrid,,In-Person,Hybrid,Hybrid,,,,291,
Colorado,CO,District,No,,,,,Aspen 1,Regular local school district,0802280,2640,1576,Monthly,12/1/20,12/31/20,Hybrid,In-person,Hybrid,Hybrid,,In-Person,Hybrid,Hybrid,,,,291,
Colorado,CO,District,No,,,,,Aspen 1,Regular local school district,0802280,2640,1576,Monthly,1/1/21,1/31/21,Hybrid,In-person,Hybrid,Hybrid,,In-Person,Hybrid,Hybrid,,,,291,
Colorado,CO,District,No,,,,,Aspen 1,Regular local school district,0802280,2640,1576,Monthly,2/1/21,2/28/21,Hybrid,In-person,Hybrid,Hybrid,,In-Person,Hybrid,Hybrid,,,,291,
Colorado,CO,District,No,,,,,Aspen 1,Regular local school district,0802280,2640,1576,Monthly,3/1/21,3/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,291,
Colorado,CO,District,No,,,,,Aspen 1,Regular local school district,0802280,2640,1576,Monthly,4/1/21,4/30/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,291,
Colorado,CO,District,No,,,,,Aspen 1,Regular local school district,0802280,2640,1576,Monthly,5/1/21,5/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,291,
Colorado,CO,District,No,,,,,Ault-Highland RE-9,Regular local school district,0802310,3145,901,Monthly,8/1/20,8/31/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,146,
Colorado,CO,District,No,,,,,Ault-Highland RE-9,Regular local school district,0802310,3145,901,Monthly,9/1/20,9/30/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,146,
Colorado,CO,District,No,,,,,Ault-Highland RE-9,Regular local school district,0802310,3145,901,Monthly,10/1/20,10/31/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,146,
Colorado,CO,District,No,,,,,Ault-Highland RE-9,Regular local school district,0802310,3145,901,Monthly,11/1/20,11/30/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,146,
Colorado,CO,District,No,,,,,Ault-Highland RE-9,Regular local school district,0802310,3145,901,Monthly,12/1/20,12/31/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,146,
Colorado,CO,District,No,,,,,Ault-Highland RE-9,Regular local school district,0802310,3145,901,Monthly,1/1/21,1/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,146,
Colorado,CO,District,No,,,,,Ault-Highland RE-9,Regular local school district,0802310,3145,901,Monthly,2/1/21,2/28/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,146,
Colorado,CO,District,No,,,,,Ault-Highland RE-9,Regular local school district,0802310,3145,901,Monthly,3/1/21,3/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,146,
Colorado,CO,District,No,,,,,Ault-Highland RE-9,Regular local school district,0802310,3145,901,Monthly,4/1/21,4/30/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,146,
Colorado,CO,District,No,,,,,Ault-Highland RE-9,Regular local school district,0802310,3145,901,Monthly,5/1/21,5/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,146,
Colorado,CO,District,No,,,,,Bayfield 10 Jt-R,Regular local school district,0802400,1530,1314,Monthly,8/1/20,8/31/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,213,
Colorado,CO,District,No,,,,,Bayfield 10 Jt-R,Regular local school district,0802400,1530,1314,Monthly,9/1/20,9/30/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,213,
Colorado,CO,District,No,,,,,Bayfield 10 Jt-R,Regular local school district,0802400,1530,1314,Monthly,10/1/20,10/31/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,213,
Colorado,CO,District,No,,,,,Bayfield 10 Jt-R,Regular local school district,0802400,1530,1314,Monthly,11/1/20,11/30/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,213,
Colorado,CO,District,No,,,,,Bayfield 10 Jt-R,Regular local school district,0802400,1530,1314,Monthly,12/1/20,12/31/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,213,
Colorado,CO,District,No,,,,,Bayfield 10 Jt-R,Regular local school district,0802400,1530,1314,Monthly,1/1/21,1/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,213,
Colorado,CO,District,No,,,,,Bayfield 10 Jt-R,Regular local school district,0802400,1530,1314,Monthly,2/1/21,2/28/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,213,
Colorado,CO,District,No,,,,,Bayfield 10 Jt-R,Regular local school district,0802400,1530,1314,Monthly,3/1/21,3/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,213,
Colorado,CO,District,No,,,,,Bayfield 10 Jt-R,Regular local school district,0802400,1530,1314,Monthly,4/1/21,4/30/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,213,
Colorado,CO,District,No,,,,,Bayfield 10 Jt-R,Regular local school district,0802400,1530,1314,Monthly,5/1/21,5/31/21,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,213,
Colorado,CO,District,No,,,,,Bennett 29J,Regular local school district,0802430,50,1132,Monthly,8/1/20,8/31/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,141,
Colorado,CO,District,No,,,,,Bennett 29J,Regular local school district,0802430,50,1132,Monthly,9/1/20,9/30/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,141,
Colorado,CO,District,No,,,,,Bennett 29J,Regular local school district,0802430,50,1132,Monthly,10/1/20,10/31/20,In-person,In-person,In-person,In-person,,In-Person,In-Person,In-Person,,,,141,
Colorado,CO,District,No,,,,,Bennett 29J,Regular local school district,0802430,50,1132,Monthly,11/1/20,11/30/20,Hybrid,Hybrid,Hybrid,Hybrid,,Hybrid,Hybrid,Hybrid,,,,141,
