"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
18472020,1847,2020,"CO0030800","CO0030800","","N","N",,"I","COLUMBINE VALLEY","COLUMBINE VALLEY","Columbine Valley","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",1528,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",6,0,6,0,0,0,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-FEB-16,01-APR-13,"N","ARAPAHOE","Denver-Aurora-Lakewood, CO","Y","Y","Y"
18482020,1848,2020,"CO0030900","CO0030900","","N","N",,"I","ARAPAHOE COMM COLLEGE","ARAPAHOE COMM COLLEGE","Arapahoe Community College","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","University or College",0,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",8,0,8,1,1,2,0,0,01-JAN-92,01-JAN-97,01-JUN-03,01-APR-14,01-JAN-16,01-APR-14,"N","ARAPAHOE","Denver-Aurora-Lakewood, CO","Y","Y","Y"
18492020,1849,2020,"CO0031100","CO0031100","","N","N",,"I","CENTENNIAL","CENTENNIAL","Centennial","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",112104,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",6,"2","Cities from 100,000 thru 249,999","2","Cities from 100,000 thru 249,999","Y",1,"R","Y",111,8,119,32,22,54,0,0,01-JAN-92,01-JAN-02,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","ARAPAHOE","Denver-Aurora-Lakewood, CO","Y","Y","Y"
18522020,1852,2020,"CO0040000","CO0040000","","N","N",,"I","ARCHULETA","ARCHULETA","Archuleta","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",12052,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",15,13,28,3,8,11,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","ARCHULETA","Non-MSA","Y","Y","Y"
18532020,1853,2020,"CO0040100","CO0040100","","N","N",,"I","PAGOSA SPRINGS","PAGOSA SPRINGS","Pagosa Springs","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",2127,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",6,0,6,0,1,1,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-FEB-14,"N","ARCHULETA","Non-MSA","Y","Y","Y"
18552020,1855,2020,"CO0050000","CO0050000","","N","N",,"I","BACA","BACA","Baca","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",1656,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",5,3,8,0,5,5,0,0,01-JAN-92,01-JAN-97,01-NOV-03,01-FEB-14,01-JAN-16,01-APR-13,"N","BACA","Non-MSA","Y","Y","Y"
18562020,1856,2020,"CO0050100","CO0050100","","N","N",,"I","SPRINGFIELD","SPRINGFIELD","Springfield","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",1366,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,1,1,2,0,0,01-JAN-92,01-JAN-03,01-AUG-04,01-OCT-14,01-JAN-16,01-APR-13,"N","BACA","Non-MSA","Y","Y","Y"
18592020,1859,2020,"CO0050700","CO0050700","","N","N",,"I","WALSH","WALSH","Walsh","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",512,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",0,0,0,0,0,0,0,0,01-JAN-92,01-OCT-04,01-NOV-04,01-MAY-14,01-FEB-16,01-MAY-14,"N","BACA","Non-MSA","Y","Y","Y"
18602020,1860,2020,"CO0060000","CO0060000","","N","N",,"I","BENT","BENT","Bent","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",5450,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",13,11,24,0,6,6,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","BENT","Non-MSA","Y","Y","Y"
18622020,1862,2020,"CO0070000","CO0070000","","N","N",,"I","BOULDER","BOULDER","Boulder","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",57217,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",87,157,244,21,130,151,0,0,01-JAN-92,01-JAN-15,01-FEB-15,01-FEB-15,01-JAN-16,01-FEB-15,"N","BOULDER","Boulder, CO","Y","Y","Y"
18632020,1863,2020,"CO0070100","CO0070100","","N","N",,"I","BOULDER","BOULDER","Boulder","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",106598,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",6,"2","Cities from 100,000 thru 249,999","2","Cities from 100,000 thru 249,999","Y",1,"R","Y",140,30,170,36,58,94,0,0,01-JAN-92,01-JAN-10,01-JUN-10,01-FEB-14,01-JAN-16,01-APR-13,"N","BOULDER","Boulder, CO","Y","Y","Y"
18652020,1865,2020,"CO0070300","CO0070300","","N","N",,"I","LAFAYETTE","LAFAYETTE","Lafayette","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",31457,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",28,3,31,8,8,16,0,0,01-JAN-92,01-JAN-11,01-JUN-12,01-FEB-14,01-JAN-16,01-APR-13,"N","BOULDER","Boulder, CO","Y","Y","Y"
18662020,1866,2020,"CO0070400","CO0070400","","N","N",,"I","LONGMONT","LONGMONT","Longmont","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",98545,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",126,18,144,30,53,83,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","WELD; BOULDER","Boulder, CO; Greeley, CO","Y","Y","Y"
18672020,1867,2020,"CO0070500","CO0070500","","N","N",,"I","UNIV OF CO: BOULDER","UNIV OF CO: BOULDER","University of Colorado:","Boulder","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","University or College",0,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",31,25,56,8,19,27,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","BOULDER","Boulder, CO","Y","Y","Y"
18682020,1868,2020,"CO0070600","CO0070600","","N","N",,"I","LOUISVILLE","LOUISVILLE","Louisville","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",21101,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",29,0,29,2,6,8,0,0,01-JAN-92,01-JAN-12,01-DEC-12,01-MAR-14,01-JAN-16,01-APR-13,"N","BOULDER","Boulder, CO","Y","Y","Y"
18702020,1870,2020,"CO0070800","CO0070800","","N","N",,"I","NEDERLAND","NEDERLAND","Nederland","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",1543,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,1,0,1,0,0,01-JAN-92,01-JAN-15,01-NOV-15,01-NOV-15,01-JAN-16,01-NOV-15,"N","BOULDER","Boulder, CO","Y","Y","Y"
18712020,1871,2020,"CO0080000","CO0080000","","N","N",,"I","CHAFFEE","CHAFFEE","Chaffee","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",11444,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",20,13,33,2,18,20,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-FEB-14,"N","CHAFFEE","Non-MSA","Y","Y","Y"
18722020,1872,2020,"CO0080100","CO0080100","","N","N",,"I","BUENA VISTA","BUENA VISTA","Buena Vista","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",2902,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",5,0,5,2,1,3,0,0,01-JAN-92,01-JAN-97,01-JAN-04,01-APR-14,01-JAN-16,01-APR-13,"N","CHAFFEE","Non-MSA","Y","Y","Y"
18732020,1873,2020,"CO0080200","CO0080200","","N","N",,"I","SALIDA","SALIDA","Salida","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",6183,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",16,2,18,2,1,3,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","CHAFFEE","Non-MSA","Y","Y","Y"
18742020,1874,2020,"CO0090000","CO0090000","","N","N",,"I","CHEYENNE","CHEYENNE","Cheyenne","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",1819,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",4,1,5,0,3,3,0,0,01-JAN-92,01-JAN-97,01-APR-03,01-JAN-15,01-JAN-16,01-APR-13,"N","CHEYENNE","Non-MSA","Y","Y","Y"
18762020,1876,2020,"CO0100000","CO0100000","","N","N",,"I","CLEAR CREEK","CLEAR CREEK","Clear Creek","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",6487,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",25,18,43,2,28,30,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","CLEAR CREEK","Denver-Aurora-Lakewood, CO","Y","Y","Y"
18772020,1877,2020,"CO0100100","CO0100100","","N","N",,"I","IDAHO SPRINGS","IDAHO SPRINGS","Idaho Springs","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",1793,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",7,1,8,2,2,4,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","CLEAR CREEK","Denver-Aurora-Lakewood, CO","Y","Y","Y"
18782020,1878,2020,"CO0100200","CO0100200","","N","N",,"I","GEORGETOWN","GEORGETOWN","Georgetown","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",1121,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JAN-92,01-JAN-01,01-NOV-04,01-AUG-15,01-JAN-16,01-FEB-14,"N","CLEAR CREEK","Denver-Aurora-Lakewood, CO","Y","Y","Y"
18792020,1879,2020,"CO0100300","CO0100300","","N","N",,"I","EMPIRE","EMPIRE","Empire","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",307,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,1,1,0,0,01-JAN-92,01-JAN-12,01-JAN-12,01-MAR-20,01-MAR-20,01-MAR-20,"N","CLEAR CREEK","Denver-Aurora-Lakewood, CO","Y","Y","Y"
18802020,1880,2020,"CO0110000","CO0110000","","N","N",,"I","CONEJOS","CONEJOS","Conejos","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",7254,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",9,11,20,2,5,7,0,0,01-JAN-92,01-NOV-98,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","CONEJOS","Non-MSA","Y","Y","Y"
18882020,1888,2020,"CO0130000","CO0130000","","N","N",,"I","CROWLEY","CROWLEY","Crowley","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",6052,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",8,1,9,0,6,6,0,0,01-JAN-92,01-JAN-97,01-APR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","CROWLEY","Non-MSA","Y","Y","Y"
18902020,1890,2020,"CO0140000","CO0140000","","N","N",,"I","CUSTER","CUSTER","Custer","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",5132,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",9,4,13,1,3,4,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-FEB-14,"N","CUSTER","Non-MSA","Y","Y","Y"
